,location,tweet,covid
293,Land of Lincoln ,"Please add on vanka doodle, , deric and the other one.This Is Trum",1
294,"Lincoln, NE",LIVE at :30 p.m.: Lincoln officials discuss the city's COVID-19 response.,1
295,"Lincoln, Nebraska",'s COVID risk dial is staying in the high orange range.,1
296,"Lincoln, Nebraska","Our local hospital is starting phase of COVID surge preparation, and the only thing people around here care about",1
297,"Lincoln, Nebraska",new COVID-19 cases today in . No new deaths for the second day in a row (that's good news). Positivity rate,1
298,"Lincoln, Nebraska",COVID-19 has taken down another downtown restaurant:,1
299,"Lincoln, NE",Here's a couple more statsne of every Nebraskans has had COVID-19 so far.Compared to top causes of death in,1
300,"Lincoln, NE",The district is not aware that he had any close contact with another person who had COVID-19 at the school.,1
301,"Land of Lincoln, USA",Did you check with about wearing masks (he was reprimanded by his own Condo associ,1
302,"Lincoln, NE",Itll be a good game I think. Iowa has a lot of question marks still. This kinda seems like the that clas,1
303,"Lincoln, NE","Goodness, it truly appears to be a real article written by a human. When I first saw the word salad this morning, I",1
304,Lincoln,Thanks for those. I see your point but the university sizes make it tough. Being ar,1
305,"Lincoln, NE",Your killed over people By DOING NOTHING TO STOP OR CONTROL COVID! THROUGH YOUR OWN GROSS INCOMPETENCE!!!!,1
306,"Lincoln, NE","Sir, on /17 you, as White House Chief of Staff, told the public we would have miliions doses of a",1
307,"Lincoln, NE",Only took the man how many months to figure out people could have COVID and be asymptomatic?,1
308,"Lincoln, NE",Then absolutely go for it!! I just got over Covid myself but hey... g,1
309,"Lincoln, NE","% of those who have died from COVID, have died RECENTLY, and we are still acting like its just like, the tail en",1
310,"Lincoln, NE","k+ COVID deathsRep: Who cares, it doesn't exist.AbortionRep: [Insert The Handmaid's Tale Pic]",1
311,"Lincoln, Nebraska, USA",Bryan Health enters Phase One surge plan. -KFOR News,1
312,Lincoln,"Please end the hysteria around Covid, its a virus, its not the first it wont be the last. Lets protect the vuln",1
313,"Lincoln, NE","From NSEA President Jenni Benson: ""This is a difficult time. The virus is unrelenting... I believe that we cannot g",1
314,"Lincoln, NE",Does the Big Ten have a COVID tracker like states and cities do? If not they really should.,1
315,"Lincoln, NE","Hold on, Illinois is still playing with some players out with COVID? This is blasphemy, this is madness...this is S",1
316,"Lincoln, NE",Despite them working endlessly and being th,1
317,"Lincoln, NE",I actually agree with him. Nebraska fans are an absolute embarrassment. Crying about not being able,1
318,"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i",1
319,"Lincoln, NE",Make up games are a potentially important data point for the entire conference. Moos is well aware that we are not,1
320,Lincoln,Do you think the proportion of those immune from Covid is increasing with time?,1
321,"Lincoln, Nebraska","Terry Sebora, emeriti management faculty member, makes his experience matter for others.",1
322,"Lincoln, Nebraska",It's hard to socially distance at the strip club:,1
323,"Lincoln, NE","For important information and updates on U.S. Department of Education-owned loans, check in on",1
324,"Land of Lincoln, USA",Honest question- - Do you have data from March-April about how much our healthcare was overwhelme,1
325,"Lincoln, NE","Who do you think Trump was getting his info from, on how to handle the Covid response???",1
326,"Lincoln, Nebraska ","All right - here's the line for today's Covid-19 Spread Dial - who ya got? No Movement , Lower into Orange",1
327,"Lincoln, NE",Bryan Health has entered phase one of its surge plan as hospitalizations due to COVID-19 continue to rise.,1
328,"Lincoln, NE",Sports betting is % more likely than covid to infect males between the ages of and,1
329,"Lincoln, NE",ATP if I was to get Covid I wouldnt even be surprised cause thats the kind of luck I have I been going on months of staying healthy doe,1
330,"Nebraska, Lincoln",B1G office COVID response:,1
331,"Lincoln, NE","Yes Nebraska, the team that was testing before it was required by the B1G, the same Nebraska that",1
332,"Lincoln, NE",How do we know that didn't playing w/ the info that player(s) had ?,1
333,"Lincoln, NE","How has affected companies and what are their plans to reopen and re-engage their workforce? In this post,",1
334,"Lincoln, NE","Good morning, I just noticed this. Federally held loans have been automatically postponed due to C",1
335,"Lincoln, Nebraska",Have you voted in the Poll of the Day? Will the Big change their COVID-19 prot,1
336,"Lincoln, Nebraska",COVID-19 hospitalizations have increased rapidly this month in . Here's how yesterday's record total of,1
337,"Lincoln, NE",Just a day ago he was calling out the big for its covid protocols being too stringent,1
338,"Lincoln, Nebraska",Wow thats impressive youve died from Covid and are still tweeting.,1
339,Lincoln,"It doesn't apply, they would get upset. There is one law for us. They do as",1
340,"Lincoln, NE","""I was really writing about the patients, and that was something that typically had not been done in the history of",1
341,"Ashby Avenue, Lincoln ",GAME OFFSaturdays game for the Development Squad is unfortunately postponed due to Covid-19 restrictions wi,1
342,"Lincoln, NE","Lancaster County recorded new COVID-19 cases on Thursday, the highest daily case count so far (see below). Ther",1
343,"Lincoln, NE","One week after the ILL-WIS game, the WIS-NEB game is canceled because of a Badgers COVID breakout. Now it's possibl",1
344,"Lincoln, NE","Hayes County (southwest) was the last in Nebraska to confirm case of COVID-19, and one of the last six counties in",1
345,"Lincoln, NE",Contrast this with the president and his minions regurgitating the 'turning the corner' talking point. It's fiction,1
346,"Lincoln, NE","And when you donate, you get a free antibody test for Covid-19.",1
347,"Lincoln, NE",You can watch the covid bombs of Florida and Clemson play.,1
348,"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19.",1
349,"Lincoln, NE","And if Frost not wearing his mask properly is a ""big F.U."" to the B1G, then what would you say about a coach ) not",1
350,"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season.,1
351,"Lincoln, NE","Grain prices finished lower due to negative outside market influences, Covid-19 concerns, and uncertainty regarding",1
352,"Lincoln, NE","After COVID, right-wing education reformers are gonna use online school to push for budget cuts and i",1
353,"Lincoln, NE",I'm going to get shit done today! I'm gonna do a part of a brief and do some of my seminar paper and I'm gonna row,1
354,"Lincoln, NE","update: cases (+1,605 yesterday, highest one-day total yet)7-day average: new cases",1
355,"Lincoln, NE","Created for a farmer to take our platform in the field, weve also developed a COVID test to improve access to diag",1
356,"Lincoln, Nebraska, USA",I share your shock - k excess deaths &lt; mo. WWII deaths k in years. Civil War k deaths in,1
357,"Lincoln, Nebraska, USA",Solid reporting: Internal Documents Reveal COVID-19 Hospitalization Data The Government Keeps Hidden,1
358,"Lincoln, NE",Where is the spirit Halloween? Thought they werent doing it because of Covid,1
359,"Lincoln, NE",Who needs PPE? The White House just announced this as one the administration's science an,1
360,LINCOLN,Ive put so many COVID-19 test sites in to Nottingham (as well as surrounding areas) over the las,1
361,Lincoln,"Swab up someones nose, who feels completely well, or very mildly ill. We find that they have some COV",1
362,"Lincoln, Nebraska",Tennessee-Chattanooga's entire team tested negative for COVID-19 using PCR tests. The team's trucks were loaded and,1
363,"Lincoln, Nebraska",Kirsten Bernthal Booth would have been in Kansas City instead of at her daughter's postseason volleyball match for,1
364,"Lincoln, NE",Covid and taking some profits before the election.,1
365,"Lincoln, NE",Think about this for a second. is going after the team that DIDNT have a Covid outbreak......,1
366,"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for elec,1
367,"Lincoln, NE",Love how lets a Wisconsin alum publish an unwarranted bash of Nebraska when Nebraska stands up for th,1
368,Lincoln,There is a set of trees near me that look positively superimposed at this time of year &amp; every year I say I w,1
369,"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for election n,1
370,"Lincoln, NE","""This type of blatant disregard for the wellbeing of others is not only extremely disappointing, it will not be tol",1
371,"Lincoln, NE",Its not the cause in all deaths. Just the ones related to Covid,1
372,"Lincoln, NE","Thousands of nursing homes still don't have enough gloves, N95 masks, gowns and other personal protective equipment",1
373,"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for elec,1
374,Lincoln,You must book a session via the Lincoln SU Tennis section. Please DO NOT attend any session if you are self-iso,1
375,"Lincoln, NE",NYT reporting this morning that POTUS will not travel to his hotel on Tuesday night for election night as t,1
376,"Lincoln, NE","According to Nebraska's DHHS website, people died in , the most r",1
377,"Lincoln, NE",Hospitalizations and deaths are up. This is real and it has come to our community. We haven't made any progress i,1
378,"Lincoln, NE",The community total is . The number of deaths in the community remains at is the highest number of,1
379,"Lincoln, NE",This ones for class lmao. What is the most important aspect of concerts/live music and how ha,1
380,"Lincoln, NE",Thats because it is a BS argument. Yes you may have those underlying conditions. But what caused y,1
381,Lincoln,"this would be amazing to win, Ive been made redundant due to Covid and really need something to cheer me up right now",1
382,Lincoln,"We need to social distance, protect as many people as possible, but keep perspective on what is a nasty virus, but",1
383,"Lincoln, NE",Covid Chasers: The Nurses Fighting Coronavirus From Hot Spot to Hot Spot,1
384,"Lincoln, NE","$MelissaMcCaul if anyone can, Im super negative in my bank account due to decreas",1
385,"Lincoln, NE",Idc about covid. All ik is that when hes on the field hes jeopardizing herb,1
386,"Lincoln, NE","I live in Lincoln, which is about miles from Omaha, and I know we will see a spike in COVID-19 cases ar",1
387,"Lincoln, Nebraska","I want a president who has a plan to mitigate Covid19. Any plan. At all. I'd like to travel again, see family, and speak at conferences.",1
388,Lincoln,"You need to close the schools, collages and universities, send all the students home, because ever si",1
389,"Lincoln, NE",A colleague of mine in Lincoln NE created a COVID tracker that includes community event markers (mask man,1
